Date start: local (see time zone entry) // Date de début : locale (voir l'entrée du fuseau horaire),Time start: local (see time zone entry) // Heure de début : locale (voir l'entrée du fuseau horaire),Date end: local (see time zone entry) // Date de fin : locale (voir l'entrée du fuseau horaire),Time end: local (see time zone entry) // Heure de fin : locale (voir l'entrée du fuseau horaire),Time zone: local // Fuseau horaire: local,Trip identification // Identifiant du déplacement,Latitude: decimal degrees // Latitude : degrés décimaux,Longitude: decimal degrees // Longitude : Degrés décimaux,VOC_ppbv/VOC_ppbv
02/09/2015,9:11:40,02/09/2015,11:11:41,EDT,Drive_01,43.80581,-79.47477,0.430671
02/09/2015,9:11:41,02/09/2015,11:11:42,EDT,Drive_01,43.80581,-79.47477,0.535852
02/09/2015,9:11:42,02/09/2015,11:11:43,EDT,Drive_01,43.8058,-79.47477,0.388355
02/09/2015,9:11:43,02/09/2015,11:11:44,EDT,Drive_01,43.80579,-79.47477,0.468054
02/09/2015,9:11:44,02/09/2015,11:11:45,EDT,Drive_01,43.80577,-79.47477,0.378281
02/09/2015,9:11:45,02/09/2015,11:11:46,EDT,Drive_01,43.80575,-79.47479,0.07806
02/09/2015,9:11:46,02/09/2015,11:11:47,EDT,Drive_01,43.80572,-79.47481,0.126986
02/09/2015,9:11:47,02/09/2015,11:11:48,EDT,Drive_01,43.80569,-79.47484,0.512636
02/09/2015,9:11:48,02/09/2015,11:11:49,EDT,Drive_01,43.80567,-79.4749,0.094157
02/09/2015,9:11:49,02/09/2015,11:11:50,EDT,Drive_01,43.80565,-79.47496,0.389592
02/09/2015,9:11:50,02/09/2015,11:11:51,EDT,Drive_01,43.80564,-79.47502,0.478586
02/09/2015,9:11:51,02/09/2015,11:11:52,EDT,Drive_01,43.80562,-79.4751,0.211713
02/09/2015,9:11:52,02/09/2015,11:11:53,EDT,Drive_01,43.8056,-79.47519,0.026088
02/09/2015,9:11:53,02/09/2015,11:11:54,EDT,Drive_01,43.80558,-79.47529,0.236212
02/09/2015,9:11:54,02/09/2015,11:11:55,EDT,Drive_01,43.80556,-79.4754,0.490295
02/09/2015,9:11:55,02/09/2015,11:11:56,EDT,Drive_01,43.80553,-79.47552,0.231175
02/09/2015,9:11:56,02/09/2015,11:11:57,EDT,Drive_01,43.8055,-79.47565,0.117798
02/09/2015,9:11:57,02/09/2015,11:11:58,EDT,Drive_01,43.80548,-79.47579,0.168902
02/09/2015,9:11:58,02/09/2015,11:11:59,EDT,Drive_01,43.80545,-79.47593,0.167865
02/09/2015,9:11:59,02/09/2015,11:12:00,EDT,Drive_01,43.80543,-79.47608,0.151791
02/09/2015,9:12:00,02/09/2015,11:12:01,EDT,Drive_01,43.80541,-79.47623,0.06016
02/09/2015,9:12:01,02/09/2015,11:12:02,EDT,Drive_01,43.8054,-79.47638,0.498296
02/09/2015,9:12:02,02/09/2015,11:12:03,EDT,Drive_01,43.80539,-79.47654,0.371965
02/09/2015,9:12:03,02/09/2015,11:12:04,EDT,Drive_01,43.80538,-79.4767,0.214724
02/09/2015,9:12:04,02/09/2015,11:12:05,EDT,Drive_01,43.80538,-79.47687,0.244899
02/09/2015,9:12:05,02/09/2015,11:12:06,EDT,Drive_01,43.80539,-79.47703,0.213063
02/09/2015,9:12:06,02/09/2015,11:12:07,EDT,Drive_01,43.80541,-79.4772,0.08632
02/09/2015,9:12:07,02/09/2015,11:12:08,EDT,Drive_01,43.80542,-79.47737,0.169096
02/09/2015,9:12:08,02/09/2015,11:12:09,EDT,Drive_01,43.80545,-79.47754,0.317309
02/09/2015,9:12:09,02/09/2015,11:12:10,EDT,Drive_01,43.80547,-79.47771,0.416557
02/09/2015,9:12:10,02/09/2015,11:12:11,EDT,Drive_01,43.8055,-79.47788,0.420757
02/09/2015,9:12:11,02/09/2015,11:12:12,EDT,Drive_01,43.80553,-79.47804,0.476706
02/09/2015,9:12:12,02/09/2015,11:12:13,EDT,Drive_01,43.80557,-79.47821,0.21072
02/09/2015,9:12:13,02/09/2015,11:12:14,EDT,Drive_01,43.8056,-79.47837,0.326693
02/09/2015,9:12:14,02/09/2015,11:12:15,EDT,Drive_01,43.80564,-79.47854,0.559445
02/09/2015,9:12:15,02/09/2015,11:12:16,EDT,Drive_01,43.80567,-79.47869,0.321147
02/09/2015,9:12:16,02/09/2015,11:12:17,EDT,Drive_01,43.80571,-79.47884,0.424282
02/09/2015,9:12:17,02/09/2015,11:12:18,EDT,Drive_01,43.80575,-79.479,0.198442
02/09/2015,9:12:18,02/09/2015,11:12:19,EDT,Drive_01,43.80578,-79.47916,0.220483
02/09/2015,9:12:19,02/09/2015,11:12:20,EDT,Drive_01,43.80582,-79.47932,0.471251
02/09/2015,9:12:20,02/09/2015,11:12:21,EDT,Drive_01,43.80585,-79.47947,0.253309
02/09/2015,9:12:21,02/09/2015,11:12:22,EDT,Drive_01,43.80589,-79.47962,0.372988
02/09/2015,9:12:22,02/09/2015,11:12:23,EDT,Drive_01,43.80592,-79.47977,0.215417
02/09/2015,9:12:23,02/09/2015,11:12:24,EDT,Drive_01,43.80596,-79.47992,0.288372
02/09/2015,9:12:24,02/09/2015,11:12:25,EDT,Drive_01,43.80598,-79.48005,0.08361
02/09/2015,9:12:25,02/09/2015,11:12:26,EDT,Drive_01,43.80601,-79.48016,0.5766
02/09/2015,9:12:26,02/09/2015,11:12:27,EDT,Drive_01,43.80604,-79.48027,0.272488
02/09/2015,9:12:27,02/09/2015,11:12:28,EDT,Drive_01,43.80605,-79.48042,0.391163
02/09/2015,9:12:28,02/09/2015,11:12:29,EDT,Drive_01,43.80605,-79.48056,0.104028
02/09/2015,9:12:29,02/09/2015,11:12:30,EDT,Drive_01,43.80608,-79.48074,0.169825
02/09/2015,9:12:30,02/09/2015,11:12:31,EDT,Drive_01,43.80612,-79.48088,0.21463
02/09/2015,9:12:31,02/09/2015,11:12:32,EDT,Drive_01,43.80615,-79.48101,0.385011
02/09/2015,9:12:32,02/09/2015,11:12:33,EDT,Drive_01,43.80619,-79.48114,0.29364
02/09/2015,9:12:33,02/09/2015,11:12:34,EDT,Drive_01,43.80622,-79.48127,0.326961
02/09/2015,9:12:34,02/09/2015,11:12:35,EDT,Drive_01,43.80625,-79.4814,0.351451
02/09/2015,9:12:35,02/09/2015,11:12:36,EDT,Drive_01,43.80628,-79.48153,0.540461
02/09/2015,9:12:36,02/09/2015,11:12:37,EDT,Drive_01,43.80631,-79.48166,0.366742
02/09/2015,9:12:37,02/09/2015,11:12:38,EDT,Drive_01,43.80634,-79.48178,0.58825
02/09/2015,9:12:38,02/09/2015,11:12:39,EDT,Drive_01,43.80637,-79.48191,0.351823
02/09/2015,9:12:39,02/09/2015,11:12:40,EDT,Drive_01,43.8064,-79.48204,0.331411
02/09/2015,9:12:40,02/09/2015,11:12:41,EDT,Drive_01,43.80643,-79.48217,0.396805
02/09/2015,9:12:41,02/09/2015,11:12:42,EDT,Drive_01,43.80646,-79.4823,0.211247
02/09/2015,9:12:42,02/09/2015,11:12:43,EDT,Drive_01,43.80648,-79.48242,0.338306
02/09/2015,9:12:43,02/09/2015,11:12:44,EDT,Drive_01,43.80651,-79.48254,0.157851
02/09/2015,9:12:44,02/09/2015,11:12:45,EDT,Drive_01,43.80654,-79.48267,0.485758
02/09/2015,9:12:45,02/09/2015,11:12:46,EDT,Drive_01,43.80657,-79.48279,0.199805
02/09/2015,9:12:46,02/09/2015,11:12:47,EDT,Drive_01,43.80659,-79.48291,0.2966
02/09/2015,9:12:47,02/09/2015,11:12:48,EDT,Drive_01,43.80662,-79.48303,0.214943
02/09/2015,9:12:48,02/09/2015,11:12:49,EDT,Drive_01,43.80665,-79.48316,0.352418
02/09/2015,9:12:49,02/09/2015,11:12:50,EDT,Drive_01,43.80667,-79.48329,0.253792
02/09/2015,9:12:50,02/09/2015,11:12:51,EDT,Drive_01,43.8067,-79.48342,0.252499
02/09/2015,9:12:51,02/09/2015,11:12:52,EDT,Drive_01,43.80673,-79.48355,0.279575
02/09/2015,9:12:52,02/09/2015,11:12:53,EDT,Drive_01,43.80676,-79.48369,0.5777
02/09/2015,9:12:53,02/09/2015,11:12:54,EDT,Drive_01,43.80678,-79.48382,0.015393
02/09/2015,9:12:54,02/09/2015,11:12:55,EDT,Drive_01,43.80681,-79.48395,0.279636
02/09/2015,9:12:55,02/09/2015,11:12:56,EDT,Drive_01,43.80683,-79.48408,0.489896
02/09/2015,9:12:56,02/09/2015,11:12:57,EDT,Drive_01,43.80687,-79.48421,0.144947
02/09/2015,9:12:57,02/09/2015,11:12:58,EDT,Drive_01,43.80691,-79.48432,0.293266
02/09/2015,9:12:58,02/09/2015,11:12:59,EDT,Drive_01,43.80697,-79.48443,0.241405
02/09/2015,9:12:59,02/09/2015,11:13:00,EDT,Drive_01,43.80703,-79.48451,0.206342
02/09/2015,9:13:00,02/09/2015,11:13:01,EDT,Drive_01,43.8071,-79.48459,0.211863
02/09/2015,9:13:01,02/09/2015,11:13:02,EDT,Drive_01,43.80719,-79.48465,0.675989
02/09/2015,9:13:02,02/09/2015,11:13:03,EDT,Drive_01,43.80728,-79.48469,0.352129
02/09/2015,9:13:03,02/09/2015,11:13:04,EDT,Drive_01,43.80737,-79.48472,0.265673
02/09/2015,9:13:04,02/09/2015,11:13:05,EDT,Drive_01,43.80746,-79.48474,0.071147
02/09/2015,9:13:05,02/09/2015,11:13:06,EDT,Drive_01,43.80756,-79.48474,0.167032
02/09/2015,9:13:06,02/09/2015,11:13:07,EDT,Drive_01,43.80765,-79.48472,0.463831
02/09/2015,9:13:07,02/09/2015,11:13:08,EDT,Drive_01,43.80773,-79.48469,0.276182
02/09/2015,9:13:08,02/09/2015,11:13:09,EDT,Drive_01,43.80782,-79.48464,0.312308
02/09/2015,9:13:09,02/09/2015,11:13:10,EDT,Drive_01,43.80791,-79.48458,0.127184
02/09/2015,9:13:10,02/09/2015,11:13:11,EDT,Drive_01,43.80799,-79.48451,0.382212
02/09/2015,9:13:11,02/09/2015,11:13:12,EDT,Drive_01,43.80806,-79.48444,0.231665
02/09/2015,9:13:12,02/09/2015,11:13:13,EDT,Drive_01,43.80814,-79.48437,0.229987
02/09/2015,9:13:13,02/09/2015,11:13:14,EDT,Drive_01,43.80821,-79.48431,0.392149
02/09/2015,9:13:14,02/09/2015,11:13:15,EDT,Drive_01,43.80829,-79.48424,0.508209
02/09/2015,9:13:15,02/09/2015,11:13:16,EDT,Drive_01,43.80835,-79.48419,0.296267
02/09/2015,9:13:16,02/09/2015,11:13:17,EDT,Drive_01,43.80842,-79.48414,0.235607
02/09/2015,9:13:17,02/09/2015,11:13:18,EDT,Drive_01,43.80848,-79.48409,0.354361
02/09/2015,9:13:18,02/09/2015,11:13:19,EDT,Drive_01,43.80854,-79.48405,0.200319
02/09/2015,9:13:19,02/09/2015,11:13:20,EDT,Drive_01,43.8086,-79.48401,0.236752
02/09/2015,9:13:20,02/09/2015,11:13:21,EDT,Drive_01,43.80866,-79.48398,0.259362
02/09/2015,9:13:21,02/09/2015,11:13:22,EDT,Drive_01,43.80872,-79.48394,0.269749
02/09/2015,9:13:22,02/09/2015,11:13:23,EDT,Drive_01,43.80878,-79.48392,0.222249
02/09/2015,9:13:23,02/09/2015,11:13:24,EDT,Drive_01,43.80884,-79.48389,0.141478
02/09/2015,9:13:24,02/09/2015,11:13:25,EDT,Drive_01,43.8089,-79.48387,0.420685
02/09/2015,9:13:25,02/09/2015,11:13:26,EDT,Drive_01,43.80895,-79.48385,0.095965
02/09/2015,9:13:26,02/09/2015,11:13:27,EDT,Drive_01,43.80899,-79.48384,0.318401
02/09/2015,9:13:27,02/09/2015,11:13:28,EDT,Drive_01,43.80902,-79.48383,0.264502
02/09/2015,9:13:28,02/09/2015,11:13:29,EDT,Drive_01,43.80905,-79.48382,0.395106
02/09/2015,9:13:29,02/09/2015,11:13:30,EDT,Drive_01,43.80907,-79.48382,0.035083
02/09/2015,9:13:30,02/09/2015,11:13:31,EDT,Drive_01,43.80909,-79.48381,0.158555
02/09/2015,9:13:31,02/09/2015,11:13:32,EDT,Drive_01,43.8091,-79.48381,0.347734
02/09/2015,9:13:32,02/09/2015,11:13:33,EDT,Drive_01,43.80911,-79.48381,0.21761
02/09/2015,9:13:33,02/09/2015,11:13:34,EDT,Drive_01,43.80913,-79.4838,0.200516
02/09/2015,9:13:34,02/09/2015,11:13:35,EDT,Drive_01,43.80915,-79.4838,0.127901
02/09/2015,9:13:35,02/09/2015,11:13:36,EDT,Drive_01,43.80918,-79.48379,0.220686
02/09/2015,9:13:36,02/09/2015,11:13:37,EDT,Drive_01,43.80921,-79.48379,0.48793
02/09/2015,9:13:37,02/09/2015,11:13:38,EDT,Drive_01,43.80926,-79.48378,0.48197
02/09/2015,9:13:38,02/09/2015,11:13:39,EDT,Drive_01,43.8093,-79.48377,0.522255
02/09/2015,9:13:39,02/09/2015,11:13:40,EDT,Drive_01,43.80936,-79.48376,0.239413
02/09/2015,9:13:40,02/09/2015,11:13:41,EDT,Drive_01,43.80941,-79.48376,0.19515
02/09/2015,9:13:41,02/09/2015,11:13:42,EDT,Drive_01,43.80948,-79.48376,0.219402
02/09/2015,9:13:42,02/09/2015,11:13:43,EDT,Drive_01,43.80955,-79.48375,0.25985
02/09/2015,9:13:43,02/09/2015,11:13:44,EDT,Drive_01,43.80962,-79.48376,0.452485
02/09/2015,9:13:44,02/09/2015,11:13:45,EDT,Drive_01,43.80969,-79.48376,0.314381
02/09/2015,9:13:45,02/09/2015,11:13:46,EDT,Drive_01,43.80977,-79.48377,0.390519
02/09/2015,9:13:46,02/09/2015,11:13:47,EDT,Drive_01,43.80985,-79.48379,0.127785
02/09/2015,9:13:47,02/09/2015,11:13:48,EDT,Drive_01,43.80993,-79.4838,0.267616
02/09/2015,9:13:48,02/09/2015,11:13:49,EDT,Drive_01,43.81002,-79.48382,0.229344
02/09/2015,9:13:49,02/09/2015,11:13:50,EDT,Drive_01,43.8101,-79.48384,0.278668
02/09/2015,9:13:50,02/09/2015,11:13:51,EDT,Drive_01,43.81019,-79.48386,0.297591
02/09/2015,9:13:51,02/09/2015,11:13:52,EDT,Drive_01,43.81028,-79.48388,0.257914
02/09/2015,9:13:52,02/09/2015,11:13:53,EDT,Drive_01,43.81036,-79.4839,0.401374
02/09/2015,9:13:53,02/09/2015,11:13:54,EDT,Drive_01,43.81046,-79.48392,0.152051
02/09/2015,9:13:54,02/09/2015,11:13:55,EDT,Drive_01,43.81054,-79.48393,0.442663
02/09/2015,9:13:55,02/09/2015,11:13:56,EDT,Drive_01,43.81062,-79.48394,0.198028
02/09/2015,9:13:56,02/09/2015,11:13:57,EDT,Drive_01,43.81071,-79.48395,0.106644
02/09/2015,9:13:57,02/09/2015,11:13:58,EDT,Drive_01,43.81079,-79.48396,0.366956
02/09/2015,9:13:58,02/09/2015,11:13:59,EDT,Drive_01,43.81087,-79.48396,0.204187
02/09/2015,9:13:59,02/09/2015,11:14:00,EDT,Drive_01,43.81095,-79.48395,0.083197
02/09/2015,9:14:00,02/09/2015,11:14:01,EDT,Drive_01,43.81101,-79.48395,0.389057
02/09/2015,9:14:01,02/09/2015,11:14:02,EDT,Drive_01,43.81107,-79.48393,0.507302
02/09/2015,9:14:02,02/09/2015,11:14:03,EDT,Drive_01,43.81112,-79.48392,0.493132
02/09/2015,9:14:03,02/09/2015,11:14:04,EDT,Drive_01,43.81117,-79.48391,0.286833
02/09/2015,9:14:04,02/09/2015,11:14:05,EDT,Drive_01,43.81121,-79.48389,0.551677
02/09/2015,9:14:05,02/09/2015,11:14:06,EDT,Drive_01,43.81125,-79.48388,0.172356
02/09/2015,9:14:06,02/09/2015,11:14:07,EDT,Drive_01,43.81129,-79.48386,0.219118
02/09/2015,9:14:07,02/09/2015,11:14:08,EDT,Drive_01,43.81132,-79.48385,0.186237
02/09/2015,9:14:08,02/09/2015,11:14:09,EDT,Drive_01,43.81136,-79.48383,0.144246
02/09/2015,9:14:09,02/09/2015,11:14:10,EDT,Drive_01,43.81141,-79.48381,0.105788
02/09/2015,9:14:10,02/09/2015,11:14:11,EDT,Drive_01,43.81145,-79.4838,0.16722
02/09/2015,9:14:11,02/09/2015,11:14:12,EDT,Drive_01,43.81148,-79.48379,0.511725
02/09/2015,9:14:12,02/09/2015,11:14:13,EDT,Drive_01,43.81149,-79.48378,0.159975
02/09/2015,9:14:13,02/09/2015,11:14:14,EDT,Drive_01,43.81149,-79.48378,0.265849
02/09/2015,9:14:14,02/09/2015,11:14:15,EDT,Drive_01,43.81149,-79.48378,0.328581
02/09/2015,9:14:15,02/09/2015,11:14:16,EDT,Drive_01,43.81149,-79.48378,0.365535
02/09/2015,9:14:16,02/09/2015,11:14:17,EDT,Drive_01,43.81149,-79.48378,0.176968
02/09/2015,9:14:17,02/09/2015,11:14:18,EDT,Drive_01,43.81149,-79.48378,0.310372
02/09/2015,9:14:18,02/09/2015,11:14:19,EDT,Drive_01,43.81149,-79.48378,0.154109
02/09/2015,9:14:19,02/09/2015,11:14:20,EDT,Drive_01,43.81149,-79.48378,0.110769
02/09/2015,9:14:20,02/09/2015,11:14:21,EDT,Drive_01,43.81149,-79.48378,-0.075106
02/09/2015,9:14:21,02/09/2015,11:14:22,EDT,Drive_01,43.81149,-79.48378,0.254963
02/09/2015,9:14:22,02/09/2015,11:14:23,EDT,Drive_01,43.81149,-79.48378,0.268471
02/09/2015,9:14:23,02/09/2015,11:14:24,EDT,Drive_01,43.81149,-79.48378,0.319203
02/09/2015,9:14:24,02/09/2015,11:14:25,EDT,Drive_01,43.81149,-79.48378,0.465919
02/09/2015,9:14:25,02/09/2015,11:14:26,EDT,Drive_01,43.81149,-79.48378,0.361658
02/09/2015,9:14:26,02/09/2015,11:14:27,EDT,Drive_01,43.81149,-79.48378,0.291661
02/09/2015,9:14:27,02/09/2015,11:14:28,EDT,Drive_01,43.81149,-79.48378,0.252606
02/09/2015,9:14:28,02/09/2015,11:14:29,EDT,Drive_01,43.81149,-79.48378,0.501285
02/09/2015,9:14:29,02/09/2015,11:14:30,EDT,Drive_01,43.81149,-79.48378,0.313549
02/09/2015,9:14:30,02/09/2015,11:14:31,EDT,Drive_01,43.8115,-79.48378,0.015985
02/09/2015,9:14:31,02/09/2015,11:14:32,EDT,Drive_01,43.8115,-79.48378,0.136591
02/09/2015,9:14:32,02/09/2015,11:14:33,EDT,Drive_01,43.8115,-79.48378,0.246376
02/09/2015,9:14:33,02/09/2015,11:14:34,EDT,Drive_01,43.8115,-79.48378,0.419543
02/09/2015,9:14:34,02/09/2015,11:14:35,EDT,Drive_01,43.8115,-79.48378,0.233514
02/09/2015,9:14:35,02/09/2015,11:14:36,EDT,Drive_01,43.8115,-79.48378,0.303386
02/09/2015,9:14:36,02/09/2015,11:14:37,EDT,Drive_01,43.8115,-79.48378,0.337193
02/09/2015,9:14:37,02/09/2015,11:14:38,EDT,Drive_01,43.8115,-79.48378,0.195528
02/09/2015,9:14:38,02/09/2015,11:14:39,EDT,Drive_01,43.8115,-79.48378,0.114343
02/09/2015,9:14:39,02/09/2015,11:14:40,EDT,Drive_01,43.8115,-79.48378,0.215567
02/09/2015,9:14:40,02/09/2015,11:14:41,EDT,Drive_01,43.8115,-79.48378,0.483476
02/09/2015,9:14:41,02/09/2015,11:14:42,EDT,Drive_01,43.8115,-79.48378,0.16353
02/09/2015,9:14:42,02/09/2015,11:14:43,EDT,Drive_01,43.8115,-79.48378,0.428278
02/09/2015,9:14:43,02/09/2015,11:14:44,EDT,Drive_01,43.8115,-79.48378,0.213422
02/09/2015,9:14:44,02/09/2015,11:14:45,EDT,Drive_01,43.8115,-79.48378,-0.039092
02/09/2015,9:14:45,02/09/2015,11:14:46,EDT,Drive_01,43.8115,-79.48379,0.259835
02/09/2015,9:14:46,02/09/2015,11:14:47,EDT,Drive_01,43.8115,-79.48379,-0.064033
02/09/2015,9:14:47,02/09/2015,11:14:48,EDT,Drive_01,43.8115,-79.48379,0.147145
02/09/2015,9:14:48,02/09/2015,11:14:49,EDT,Drive_01,43.8115,-79.48379,0.473622
02/09/2015,9:14:49,02/09/2015,11:14:50,EDT,Drive_01,43.8115,-79.48379,0.075926
02/09/2015,9:14:50,02/09/2015,11:14:51,EDT,Drive_01,43.8115,-79.48379,0.16094
02/09/2015,9:14:51,02/09/2015,11:14:52,EDT,Drive_01,43.8115,-79.48379,0.102551
02/09/2015,9:14:52,02/09/2015,11:14:53,EDT,Drive_01,43.8115,-79.48379,0.323499
02/09/2015,9:14:53,02/09/2015,11:14:54,EDT,Drive_01,43.81151,-79.48379,0.117826
02/09/2015,9:14:54,02/09/2015,11:14:55,EDT,Drive_01,43.81152,-79.48378,0.353378
02/09/2015,9:14:55,02/09/2015,11:14:56,EDT,Drive_01,43.81155,-79.48377,0.516429
02/09/2015,9:14:56,02/09/2015,11:14:57,EDT,Drive_01,43.81159,-79.48375,0.312309
02/09/2015,9:14:57,02/09/2015,11:14:58,EDT,Drive_01,43.81164,-79.48374,0.369981
02/09/2015,9:14:58,02/09/2015,11:14:59,EDT,Drive_01,43.81169,-79.48372,0.212382
02/09/2015,9:14:59,02/09/2015,11:15:00,EDT,Drive_01,43.81176,-79.4837,0.572328
02/09/2015,9:15:00,02/09/2015,11:15:01,EDT,Drive_01,43.81182,-79.48368,0.42997
02/09/2015,9:15:01,02/09/2015,11:15:02,EDT,Drive_01,43.81189,-79.48365,0.306121
02/09/2015,9:15:02,02/09/2015,11:15:03,EDT,Drive_01,43.81197,-79.48363,0.253692
02/09/2015,9:15:03,02/09/2015,11:15:04,EDT,Drive_01,43.81205,-79.4836,0.287712
02/09/2015,9:15:04,02/09/2015,11:15:05,EDT,Drive_01,43.81213,-79.48358,0.622874
02/09/2015,9:15:05,02/09/2015,11:15:06,EDT,Drive_01,43.81221,-79.48355,0.534245
02/09/2015,9:15:06,02/09/2015,11:15:07,EDT,Drive_01,43.8123,-79.48352,0.428827
02/09/2015,9:15:07,02/09/2015,11:15:08,EDT,Drive_01,43.81239,-79.48349,0.31469
02/09/2015,9:15:08,02/09/2015,11:15:09,EDT,Drive_01,43.81249,-79.48346,0.235585
02/09/2015,9:15:09,02/09/2015,11:15:10,EDT,Drive_01,43.81258,-79.48343,0.358141
02/09/2015,9:15:10,02/09/2015,11:15:11,EDT,Drive_01,43.81267,-79.4834,0.489839
02/09/2015,9:15:11,02/09/2015,11:15:12,EDT,Drive_01,43.81276,-79.48337,0.397569
02/09/2015,9:15:12,02/09/2015,11:15:13,EDT,Drive_01,43.81285,-79.48333,0.56141
02/09/2015,9:15:13,02/09/2015,11:15:14,EDT,Drive_01,43.81294,-79.4833,0.274417
02/09/2015,9:15:14,02/09/2015,11:15:15,EDT,Drive_01,43.81303,-79.48327,0.058127
02/09/2015,9:15:15,02/09/2015,11:15:16,EDT,Drive_01,43.81312,-79.48324,0.257329
02/09/2015,9:15:16,02/09/2015,11:15:17,EDT,Drive_01,43.81322,-79.48321,0.342177
02/09/2015,9:15:17,02/09/2015,11:15:18,EDT,Drive_01,43.81331,-79.48319,0.200081
